,uid,title,uname,score,comment,ulevel,score_predict
83,15563981,一部略平庸的槽点密集型作品,抽象時代沸騰期待,6,先亮下我的成分，玩原神，也玩塞尔达。动画既看神作也看厕纸。本人不算新海诚粉丝，只看过灾难三部曲。个人评分你的名字8分，天气之子6.5分，铃芽之旅7分。感觉很多东西都讲的云里雾里。左大臣和爷爷的关系，他说要变成人类，难道他们以前就是人类么？再有就是门，门里的世界不是只有逝去的人才能去么，女主小时候怎么去的？女主对姨妈的态度也让我有一点不舒服，我知道很多小孩都会和家长吵架，但我共情不到。最起码我和我身边的人心不会这么大，一走好几天让家里人担心。小声的逼逼一句，我真不觉得姨妈的爱沉重，还好吧。再者是一个我个人的,6,9.999999999998778
84,30579064,《铃芽之旅》,实践检验真理唯一标准,8,这部当时上映时并没有机会去电影院看，期间偶然在书店看到《铃芽之旅》的小说版，花了一下午时间看完了。 其实在我看来《铃芽之旅》的主旨就在于表达地震等灾害给人们带来的心理创伤是多么深刻，难以平复。但是人们还是要对未来抱有期望，要向前看，不要深陷于过去的痛苦。看完让人心情很沉重又觉得身心轻松了很多。 也许是为了迎合市场，所以需要有一男一女来表现主题，也引起了很多人对其中爱情和亲情的争论。我个人只从小说看的话其实没感受到男女主之间的情感关系，更多的还是对于天灾面前人类的渺小和顽强挣扎的震撼。动画剧情里男女主感情线,6,10.0
85,239326156,铃芽之旅-勇敢之旅,DoubleFoon,8,比《你的名字》好看100倍！起码这部我能看懂它想传达的东西，而且也被感动到了，算是治愈我了。变成铃芽之旅遇到的都是善良的人，帮助她继续前进。小铃芽哭着找妈妈，未来的铃芽哭着告诉她相信未来她会好好长成大人，未来不可怕，她会在阳光下长大成人，这里我真的有被感动到，眼睛热热的。但是铃芽和草太的爱情我觉得太俗套了，他们之间经历了很多，彼此之间有感情，都愿意为对方牺牲自己，但是男女之间就没有纯粹的友情吗？！人变的那只椅子和猫咪大臣太可爱了，看得我很欣喜，我一直都对猫没有好感的，它居然俘获了我的心。,6,9.999999999999996
86,22034531,画面值两星,云昏侯,4,说实话看完也没明白女主的人设，应该是有什么心理阴影，玩那种时空闭合的套路说实话也没什么新意，就是前面编不出来所以后面编进去让女主看见男主就那个啥了，插入个猫除了蹭蹭动保人士无处安放的爱心，也不知道怎么得也有心理问题，女主不喜欢就不活了，配角们的表现也看不出来啥人设，纯纯工具人，只能说离宫崎骏差了十万个风之谷,6,9.998354028576774
87,21561397,说说我自己的观后感,艾儿本丶,10,前两部在电影院看完，心情挺平静的，让我对爱情充满期待，这部一个人在床上用平板看，到后半段回到故乡开始，情绪突然被带动起来，眼泪也不由流出来。成长了六年，这期间经历的事情，明白的道理，让我觉得三部曲更像是描述了一个人的不同人生阶段的三观。个人更感觉这一部是给我们这些从你的名字开始追起，经历了好几个三年之约，一同成长的观众看的。因为里面很多东西，没有经历过，是不能理解的。所以这也是为什么观后感非常的极端，我个人感觉这更是一部人生教育类的，而不是跟前两部一样的爱情类。,6,10.0
88,296393969,优缺点都很明显的一部电影,I这个名字要6个硬币I,6,全剧最让我感到突兀的就是铃芽对草太感情的转变，如果把感情线直接去掉，只是单纯来讲述铃芽个人的心路历程转变，单纯当做一部奇幻公路片来拍会更好。因为这部电影想要表现的地震灾后人们重拾勇气开始新生活的立意真的非常好。要唤醒曾经的记忆，往门才能出现匙孔。要牢记往日的幸福，才有直面灾厄的勇气。只能说新海诚既想拍出些有深意的东西转型，又想吃爱情片的红利，结果拍出来的作品不伦不类。（跟大鱼海棠有点点像）不管是画面特效立意还是关于往门要石常世这些东西的刻画都是一等一的，就是为了加点爱情坏了一部好电影，只能说挺可惜的。本来,5,10.0
89,1397276655,铃芽之旅的观感,青鸽漫舞,6,一部合格的作品，但如果是新海诚做的话那只能说太答辩了，情亲线刻画太差，先不讨论女主开头就对男主一见钟情不在前面铺垫任何感情线是否合理，但是男主对女主到底有多少感情，全篇几乎都在刻画女主对男主的感情戏，但男主对女主更多的是一种战友情，只能说9.8有待存疑,5,9.999999779603442
90,416319140,阿b为什么锁分,海盐焙紅薯,6,我只想知道阿b锁分是怎么回事，一堆一星两星这还能9.8分也真是奇了。之前到电影院看过了铃芽之旅，一朋友也跟我吵，我说铃芽哪里哪里不好他使劲喷，现在给他看那么多一星两星的评论他也只会说9.8分…就真的很无语，这电影感情线也是怪怪的，剧情倒是还可以,5,1.2033994334359477e-06
91,139166000,大早上看完泪牛满面的！,这里蓉仔,10,今天才看这部，看完很后悔现在才看！很喜欢这部剧，超喜欢大臣，太萌太可爱了！！！有小动物的剧会好感爆棚！！！虽然我没有其他人看剧那么专业，就是各种分析剧情的合理性，各种情节衔接，还有男女主的感情线。但从我这个普通观众视角来看，我很喜欢这部电影。虽然一百个人眼中有一百个哈姆雷特。看到有蛮多人对这部电影评分低，我还蛮难过的，不过也尊重别人的想法。反正我自己喜欢这部电影就好啦～现在去补看新海诚其他古早的作品！,5,9.999999999993781
92,452325985,想说点话（看完再喷！）,BestCZH,6,我是从你的名字才开始看新海诚的，可能有点晚了吧，但是他的每部作品我都看过不少遍并且买了原作阅读。（叠个甲） 铃芽之旅我是先读了小说才去看的电影，小说我看的一头雾水，感觉迷迷糊糊的，可能是我的问题（疑问）。看完后几个不舒服的点：1.既然小猫与草太的身份早就互换了，为什么要营造一种反派的感觉。最后知道了小猫是为了引导铃芽去封印窗口，但是前面也太像反派了吧！2.台词会不会有点不妥。先说最后和姨妈吵得那一段，姨妈是被控制了说了气话，但是你铃芽说的“又不是我要和你在一起生活”，看的时候我直皱眉头，说这话是要搞哪样啊,5,9.999999507546086
93,1592186218,一部让我对新海诚失望的作品,bili-20211201040,4,刚看完电影，还没看任何电影解析，目前作为一个刚看完电影的人也差不多能理解为什么不少人不喜欢本部的剧情。首先是铃芽和草太的感情线，一开始我真以为女主梦里的人就是男主，二人在以前肯定有什么很深的羁绊，这样也能解释为什么女主一开始就对男主那么痴情。但没想到最后揭露原来梦中人是女主自己？所以男主和女主真正的情感积淀实际上就几天时间？！如果说女主一开始对男主的一见钟情和拼命追逐可以用错认梦中人来解释（虽然这种解释也挺难绷），那么后面女主愿意和男主以命换命的言论真的是几天共同降妖除魔的经历就可以支撑起来的吗？相比之下,4,10.0
94,3101750,《铃芽之旅》，一次全新但不那么完美的尝试,Kazusa_翼,10,在详细聊感想之前先下个结论吧。我认为铃芽之旅是新海诚在君名和天气之子之后做的一次全新但却不那么完美的尝试。如果单论本身的质量，我大概会给7分，但诚哥在自己擅长的内容上做了新的突破，可以加一分，所以总分给8分。 接下来就展开来聊一聊。1.剧情 在天气之子的时候，诚哥电影的剧情就被人所诟病，虽然我个人很喜欢天气之子，但不得不承认不是所有人都会接受帆高在世界和喜欢的人之间选择了喜欢的人。如果说天气之子还只是选择的结果不被人们认可，那铃芽之旅就是感情线的突兀让很多人觉得多此一举了。在首次看完电影之后，我也是这么认,6,9.999905807146204
95,108209045,出圈，但不好看,单推星锑,4,3月26号去看的，这部作品真的相当出圈，朋友圈很多打卡——————我在2月份买了小说，但是一直没看，想着等看完电影再看小说，看完电影之后就放弃了看小说的念头了，现在小说还没开封不知道是我期待太高了还是怎么，剧情一言难尽，人设又尬又单薄，我是属于看番很沉浸的人，但是这部真的很难让我看进去，一直感觉很迷惑，女主和姨妈（应该是姨妈）的亲情戏是唯一让我有点，感伤的。其他剧情，尤其是男主最后那段我不想死巴拉巴拉的台词，让我的尴尬达到了顶峰，如果这部去掉爱情元素，单纯讲旅游以及铃芽和家里的冲突那我觉得应该是一部优秀的,5,9.999999999995332
96,40758204,一个难受的点,你好我是小土,8,拍的很好，意难平的是少了对大臣的一句感谢吧？插回去之后就一点镜头不给了？太无情了吧呵呵，之后像失忆了一样的马上搞爱情真的气氛不对。。评论和弹幕总是无情的说职责职责，但哪怕只是履行职责，几百年了，阻止了这么多灾难的发生，也该有人说句谢谢吧。说大臣就应该尽职尽责的人是不是也觉得天气之子里面女主也应该为了你们这帮自私牺牲呢？真恶心，把所有东西都看成理所当然，以前的两部电影我都多刷过，这部不会了。,6,9.995562326607
97,250000125,铃芽之旅，放松脑子的小清新动画电影，但仔细推敲……,冬天的小虫子,6,第一，人物关系单薄。整个电影感觉更多是围绕女性角色展开。就好像一些热血漫里面，男主总是没有母亲，这部呢则反其道而行之，没有父亲的角色。这样设定也不是不可以，但感觉没讲明白到底是怎么回事，所以亲情线似乎是强行制造环姨妈和女主的冲突。第二，男主的人际关系，和女主的人际关系是怎么联系到一起的呢，两个人之间的缘分又是怎么来的呢？感觉有点八竿子打不着……就靠路上的一面钟情？这一点又和第一点其实是有关联的，第一点没有铺垫好，第二点让人觉得十分莫名其妙。好歹来个两个人共同的社会背景啊，比如十二年前的大地震，男主女主两个,4,9.999999999998778
98,313690661,一般,孔子要喝可乐,2,感觉并没有多震撼的剧情，特效和画面肯定没话说。青春期会有叛逆和对爱情的纯粹和义无反顾，但是真的穿插得有点奇怪，这一部新海诚的电影是我最不喜欢的一部，没有你的名字中那种震撼和救赎的感觉。女主心里的郁结是对妈妈的思念，但却又过于平淡，一直到最后遇见了小时候的自己，然后说出来治愈性的话，最后治愈了小时候的自己和现在的自己？那长大的自己在小时候都被治愈了，因为失去妈妈这还理解，现在是又治愈自己啥呀，不太理解，矛盾。还有那句没有草太的世界我很害怕，真的有一种无脑恋爱番的感觉，把自己私自取出要石犯下的错误说成对草太的,4,9.999999999999984
99,160228293,值得品味的作品,多年以后_89,10,这个电影有很多明线，但是同时也有许多条暗线，比如女主的母亲。光盯着看男主女主的感情戏，我觉得未免有些浪费这电影了。第一次看简单说说自己的想法吧。我们暂且抛出开门和常世的概念，用多数人可理解的眼光去思考：女主母亲去世的原因是十年前的地震引发的海啸，地震其实一直在铃芽的心里就是弑母仇人恶魔般的存在，同时这也是女主心中地震后大裂谷一般的伤疤，无论是初镜中醒来时的蝴蝶，还是 末尾时的被治愈，都是电影在用一种隐性的手法在告诉观众，女主的母亲虽然去世却从没有放心离开 ，只不过在以另外的方式的陪伴。从这个角度去看，男主,5,10.0
100,359469004,非常适合喜欢自我感动并不讲逻辑者的一部电影,妙啊-MIAOA,4,没有草太的世界什么的，那种事情不要啊！汗''一分给音乐，一分给画面给一星会被攻击是吧，那给满分的觉得剧情真的能让你贫瘠的脑容量满意吗？,5,9.989762006771835
101,430090119,抱歉，这是一部丧失【初衷】的作品…,KC_OL,6,想起半年前刚刚走出影院时，业已写完了我的影评：“……非常遗憾，它没有传达出应该去呈现的灾难主题却是一部为了强行并和大众，共情苦难，从而贩卖掉新海诚名声的商业电影”……2016年，《你的名字。》在票房上成为了仅次于《千与千寻》的非IP式原创动画电影尽管它曾陷入“分镜抄袭”的风波，它依然是异常成功的荧幕动画《君名》的成功是必然的，它占尽了天时地利人和【东宝老板的鼎力支持 创作团队的灵魂契合 动画业界的低迷现状】与其说《你的名字。》在此刻应运而生，不如解释为业界需要一部商业电影去拨云见日。在君名主创团队中，新海,5,9.999999999999979
102,450593618,伴随我走过高三一年的《铃芽之旅》,请填空____,10,自诩新海诚铁粉，从《她和她的猫》到《天气之子》，几乎每一部都已经多刷。去年九月三十号，《すずめ feat.十明》发布，我随即买下了这张专辑。2022.9.30 买下Suzume的第一首歌那时的我没有意识到，接下来迎接我的，竟是这样的一年。这年的郑州，十一假期休满了七天（虽然后四天都是网课）。开学后，满满课表的间隙，塞满了核酸、消毒、口罩。封校，封校，封校。三周后的十月二十八号，封校无奈结束，最后的网课时代即将开始。回家的车上，我买下了这张专辑。2022.10.28，铃芽之旅原声专辑发布。（这时，除了《カナ,5,0.004575338435366394
103,163882347,只会纠结小情小爱的烂片,沐阳初雪_Sunow,2,我只能说，但凡把爱情线换成亲情线，我可以打五分，草太“遇到了铃芽所以想活下去”，铃芽“没有草太的世界我无法想象”令人作呕，你们俩才认识几天，感情前面十几年都别过了。除此之外，剧情逻辑不明不白，立意太高，新海诚自己技术不行收不住,6,5.120966205639429
104,337395650,共情了，但共情的猫猫,依山错观澜,6,全部观点仅个人观感与理解，如有偏误就是本人目光浅显，难看透背后深意，切莫争锋。 之所以共情大臣，其实主要来源于无论大臣是神明，是镇石，还是猫；也不论它是如何变成这般。只有一点它不想再承担这份责任，它想要自由，它不愿在彼岸承受如草太那样所面临的孤寂。 猫猫喜欢铃芽，是她打开了门，放出了自己。猫猫指引着铃芽，去镇住灾厄，期待着跟铃芽快乐时光能够到来。所以在铃芽拿草太镇压灾厄后，对大臣极尽所能指责时，是我整部电影最共情难受的时间，为了猫猫红了眼角。 我知道大臣将自身责任转移到草太身上的行为并不能称之为对，因为这,6,9.999999999999996
105,15787981,铃芽之旅观后感（infp视角评价）,殷修的小八爪鱼,10,都说铃芽做这些事是因为见色起意的爱情，把她和椿做比较，但有没有可能，铃芽是地震幸存者，哪怕经历灾后重建，哪怕她被姨妈收养，有了一个家，哪怕她看起来很开朗活泼，但她从来没有走出来过，所以才能在最后说出“我是你的明天”，能治愈自己的永远只有自己。至于铃芽为什么会说出没有草太的世界我会害怕，我个人的理解是铃芽是地震的幸存者，她其实一直害怕历史重演，大臣给她施加的压力真的很受用，她不是圣母，她只是ptsd，她说没有草太的世界我会害怕，是因为草太是闭门人，是可以阻止地震的人。难道你们小时候遇到过什么创伤长大后遇到一,6,9.999999999771553
106,487052991,只有最后五分钟的升华是好看的,不是DKH才怪,4,音乐和场景画面一如既往的优秀。故事剧情在烂和一般之间不断变化，观感跟心电图似的。3个主要人物的塑造堪称灾难，女主不讨喜，男主没印象，大臣很抽像。电影全程时常出现人物行为动机不足的情况。大臣的行为以及转变真的莫名其妙(其实很喜欢被爱就会长出血肉的设定)，前半段和后半段就不是同一只猫，都怀疑是不是被夺舍了，前半段是人人喊打的变态舔猫，后半段就变成了像是一直和男女主并肩作战的可爱小猫一样，前后极其矛盾。爱情这条线也弄的很烂，没有意义，感觉爱情这条线就是专门为男主加的，这条线唯一利好的就是男主，没有这条线，男主存,6,9.99999999996245
107,11317925,有点遗憾,两手空空待我归来,6,视听感受还是很赞妥妥的新海诚味道 ，但中后部份感觉到节奏明显加快 而且人物情感某些地方转变太仓促了 感觉删减了很多 不知道是在哪个环节 不知是最后为了缩减时间还是一开始的时候发现量太大了把相对不重要的就删了 感觉就是老毛病犯了 不知道哪里可以补一下设定至少脑补一下还行 整体看完感受略微遗憾吧 比起前两部反而是退步 你的名字反而是最好的 感觉主题一宏达 与人物和剧情的协调都就会出问题 真的有点遗憾,6,9.997978143573427
108,36984544,虽然有瑕疵，但还是值得一看的作品,云去来,8,终于还是一个人看完了《铃芽户缔》，果然还是应该叫《铃芽户缔》吧，呐呐，果然比《铃芽之旅》更合适呢怎么说呢，画面，演出，音乐一如既往挑不出问题但是剧情方面确实还是有瑕疵，男女主的感情线果然还是太单薄了，如果像《君の名は》交换身体的日常再多一些，像《天気の子》让天气变晴朗的日常再多一点就好了，只有三段旅途，两三个日夜，就舍生忘死，就算有幼时记忆的加成也还是感觉突兀和单薄了一点。甚至感觉亲情方面都比爱情刻画的要好很多……还有椅子的存在好像有点时间悖论的感觉，左大臣被拔出也没有详细描写，大臣和左大臣的设定描写还是,6,9.99999999999947
109,9124291,科比布萊恩特的生平事跡,曹阿瞞__,10,科比·布莱恩特（Kobe Bryant，1978年8月23日—2020年1月26日），全名科比·比恩·布莱恩特·考克斯（Kobe Bean Bryant Cox），出生于美国宾夕法尼亚州费城，美国已故篮球运动员，司职得分后卫/小前锋。[5][24][84]1996年NBA选秀，科比于第1轮第13顺位被夏洛特黄蜂队选中并被交易至洛杉矶湖人队，整个NBA生涯都效力于洛杉矶湖人队；共获得5次NBA总冠军、1次NBA常规赛MVP、2次NBA总决赛MVP、4次NBA全明星赛MVP、2次NBA赛季得分王；共入选NBA,6,9.999999999999991
110,378172,这是铃芽一次回归原点的旅途，也是新海诚一次成功的复仇————《铃芽之旅》赏析,执笔唯心,10,这是铃芽一次回归原点的旅途，也是新海诚一次成功的复仇先说结论：满分10分，我个人能打8分 当初电影上映时趁着周末去刷了三遍，起初是抱着一定的担忧踏进影院，离开时却因带着一丝意犹未尽而松了口气。意料内的是在更多的奇幻元素和更多的主题确实给影片制造了不少瑕疵，意料外的是如此繁多的主题都还算讲得条理清晰。 本文会撇开小说、访谈等内容，尽可能只从电影本身来谈论这部作品，算不上专业影评，只是想借此机会聊聊这个故事，聊聊这趟旅途。（全文8000+字，后续内容会涉及剧透和故事结构，尚未看过影片的同学建议先行略过） 先围,6,10.0
111,179644519,铃芽之旅中的救赎,MYLANDER,10,"“ , .""铃芽之旅给人的感觉确实是一部总结前两部的集大成之作该有的样子（先总结）内容上总体已经达到了悼念311大地震的目的。同时，在怀念的过程中并没有导致观众过分的伤感而是引发人们对于灾难和自然的敬畏与对在其中受到伤害的人的同情和通感以及对逝去之人的铭记。在意象的选取上也是非常用心，之所以选择门这个意象，其所表达的也是这个家人离去归来的过程，非常贴合剧情需要，而只有三条腿的椅子在剧中反应的是铃芽内心深处的对于母亲的怀念而在现实中则暗指那些曾经在自然灾害中或是意外导致残疾或伤害的人们。人物上于主人翁铃芽而",5,10.0
112,361164471,没有爱情部分会更好,宫岛赤坂谏山创青山刚,2,新海诚就天天惦记着他那个b恋爱，这女主就见了男主一次就为他上刀山下火海呀，还有其他一些地方也挺迷惑，就当个特效片看吧,6,9.973060561533476
113,288116646,美丽的画面，略显单薄的剧情,雪语知秋,6,新海诚的作品画面依然很美，剧情老实说一般。男女主相爱的过于突然，而且男主配音功力一般，有的地方配的有点出戏。整个电影的两个泪点一是给了变回要石的大臣，二是给了铃芽母女。可能是我年纪大了，爱情不太能给我太多的感动和共鸣，亲情、友情、大臣的依赖之情更能触动我。这几年不论是国产动画电影还是霓虹动画电影，剧情能让我喜爱并久久回味的少之又少，希望把画面做的那么美的同时，也能讲好一个好故事吧。,6,9.999999999999998
114,493657306,大臣,凌潇禾,10,毫无疑问，成功之作。疑惑凳子腿去哪了，以为是什么伏笔，没想到是真不见了哈哈跑起来姿势太逗了，在我心里天气之子和铃芽都很好看，但铃芽更胜一筹。,5,0.7473229581910701
115,5903545,铃芽之旅——新海诚式的恋爱脑和自我感动,粳米,4,注:本篇极度偏激，无客观评价可言。心理承受能力差自觉退出。有剧透，没看过也自觉退出。虽然早听说这片子不行，还是对诚哥报了一线希望看了。看过之后只能说一言难尽。首先。我个人觉得单从商业角度，动画相对于其他影视作品，人设远大于其他。特别是日本动画，除非你可以在剧情/分镜演出/设定做到特别优秀，基本都是在卖人设。但这片子的人设出了最大的问题:平庸。无可复加的平庸。前作的天气之子，虽然我也同感一言难尽，至少我对阳菜爱的深沉，所有难以言喻的想吐的槽，感觉都可以因为他做了一个我喜欢的角色，觉得没什么。但铃芽这个角色，,6,7.959855070063975
116,22833273,岁月史书之为什么我看了这么多遍都不认为铃芽户缔是对于新海诚来说的好作品,8-102_6,6,观前提醒：这些文章都因为发布时间的原因，为了顾及希望观看的朋友而尽量没有剧透。这篇评论并不是由我一次写成的，而是由从国内上映到现在的很多次思考的结合，这些文章也都是我从与网友或者在公众网络平台发布的言论的集合。因为我的输入方式大多使用语音输入，所以可能会有一定错字，或者说重复，甚至说语义产生歧义。而不同时间段的文字也会有互相冲突的可能性。3月24日一刷观感：睡了一觉感觉思路清晰起来了，以不剧透的的程度浅评一下因为是诚哥，所以画面上不会有问题，而且以整个制作组对实景的大量取景，反而会有一种观看另一个平行宇宙,6,9.999998350911689
117,579492,故事很完整，是关于女主自我救赎的旅程。,肖肖,10,挺好的，就感情有点太仓促，不过是电影的篇幅可以理解。发觉大家对女主突然跟男主跑有很大怨言，但是这个男主当时状态是妈妈留给女主的遗物椅子，后面也有男主成为石之后的片段女主想起的也是妈妈制造和送椅子的片段，可见椅子对女主的重要性，所以在突发追猫的过程中女主会追着“男主”上船可以理解，后来在船上知道是自己闯祸，所以下船之后就更加不会丢下“男主”了，从而旅程继续。从女主见男主的第一面就回头去找，这个可以说是小时候见过感觉很熟悉，这是好奇驱使，后来跟男主展开旅程发展感情这么快我觉得是由于男主和椅子的结合体使女主多了,6,9.999999999999998
118,351481487,『すずめの戸締まり』· 映画の後,风与天空G,10,是新海诚，好耶！ 依旧是很经典的新·新海诚式的爱情故事，男女主相遇——经历奇幻波折的发展——高潮——大团圆结局。当然所谓“经典”换一个词就是“老套”，当然剧本结构不变的话能讲好剧本内容也是好的什么，你问我为什么是新·新海诚式？因为《你的名字》之前的新海诚的作品一直留着没看，听说和现在的作品不太一样（） 虽然套路是一个套路，但与前两部《你的名字》和《天气之子》不同的是，铃芽和草太的一整个经历都充满了奇幻的味道，从蚓厄下的初次相识，到为了寻找会说话的猫、关上打开的往门而踏上旅程。而前两部在前大半段的主线仍旧是,6,9.999999999970427
119,2090618,谈谈影院三刷铃芽后的感想与心路历程,とても楽しかったです,10,可以说三刷下来观感差距巨大，从最初一刷完的毫无波动到三刷完给个人感觉是“三部曲”中带给我个人情感冲击最大的一部。接下来具体谈谈个人的心路历程。因为看了前两部，个人在没看任何剧透信息的情况下自然地把爱情线放在了预期首位，所以一刷途中确实有各种出戏的情况，虽然看的也乐不过却几乎没啥波动，没有《君名》那种我看完首映后就疯狂沉迷找解析彩蛋的喜悦感，取而代之的是一种困惑感，无法理解主角很多的行为动机，第一感觉就是影片想讲的太多缺失了很多细节，但整体来说也不算差，单纯的把铃芽当成了普通jk，开头的场景也被我理解成了单,6,9.99999999999989
120,77981115,我只能说你俩挺离谱的，堪称脑残恋爱脑的代名词,无籽西瓜不要钱,2,我只能说你俩挺离谱的，堪称脑残恋爱脑的代名词，在电影院看的时候从女主拔石头开始就没崩住，抱着头痛苦了两个小时，不是因为电影票五十块钱，我恨不得抬腿就走。女主站在他爷爷病床前说要牺牲全东京救人的时候，我恨不得把老爷子的呼吸机拿来自己插上用。你俩这情深义重的爱情我真的看不懂。我也真的不知道你姨妈到底做错了啥，要被你骂。你还嫌她管的多，跟她吵架，照顾你你还不乐意了。小姐姐，你别太又当又立了。男主没什么好说的，人设无聊死，如果不是长发，我都记不住他。我真不懂你为啥喜欢她，我也不知道她为啥喜欢你，你俩这半个月里面连,6,9.978709919500359
121,431314757,时间悖论与恋爱脑,胆大的琪露诺,2,本文严重剧透，建议看完原剧再来观看本评测首先，铃芽之旅这部番的差评如此之多，却还能保持9.8的高分，其中的原因不言而喻。这部番也有亮点，或许不应该仅仅是一星。但是既然分数已经被锁定在9.8了，那么就算我打一星，对这部电影的评分也没影响吧？不过这不是我想探讨的问题，今天我想来聊聊关于铃芽之旅中讨论度最大的【恋爱脑】问题和讨论度不大的【时间悖论】问题。至于为什么这两个问题要放在一起讲，答案稍后揭晓先叠甲，如果我谈时间悖论问题，你们可能会拿哆啦a梦的众多时间悖论来反驳我：“为什么哆啦a梦这么多时间悖论你不批判？,5,9.999517674667715
122,366685284,不太能理解就这还能看哭13亿中国人,小花没了,4,刚看完电影已经迫不及待的想Q那些朋友圈发了张电影截图文案写着“看哭了”“三年之约”“非常好看”“温暖又感动”的人，首先我不对任何看完电影评价这部电影的人做出评价，其次我不对任何人做出评价，我个人仅根据自己看完这部电影的理解做出评价，还有就是那些如果看不惯我的人直接把我拉黑好了。这条动态是我刚看完半小时内写的，主观评价仅以个人为主，请勿代入。首先新海诚个人方面确实算得上日本动漫史上的领军人物，之前的很多著名电影我也是非常喜欢，在这就不一一列举了。作为新海诚的商业片《铃芽户缔》画面延续以往依旧很绝，每一个镜头,5,9.999999998521421
123,28929310,一些个人想法,爱你的薄暮,10,出乎意料，我个人比起你的名字更喜欢铃芽和天气，我个人是很喜欢不完美系角色的。你的名字的主角太完美了，没有什么缺点，感情线，灾难，一切发展也都顺理成章，我反而没那么喜欢看。相比之下，天气之子的男女主叛逆又肆意，离家出走，逃跑，为了彼此放弃东京。。。铃芽也是一样的，勇敢而叛逆，她有很多缺点，比如会冲动，受好奇心驱使。。。可能会有人觉得女主为了男主和姨妈吵那段很有病，但其实那段吵架不是因为男主，有没有男主，女主都会这么和姨妈吵一次。说白了，缺少沟通＋浓重的爱，以及女主有一种“你要是不管我了，也许会更好”的负罪感,6,9.999999999996058
124,508582336,打一星一律视为看电影不带脑子的,ULTRAMAN语咒焯仁,10,打五星我觉得咱们志同道合，是都把这个电影看懂了的；打四星我觉得你在理性分析，是个有自己见解的人；打三星我觉得你对这个电影有不满，但是我也可以理解你们的想法。至于打二星一星的，除了有特殊经历的对电影里情节感到不适的我可以理解，其他的大多数我想大概是连脑子都没有的人。,5,9.928511080844075
125,75652472,不推荐，超级不推荐,偷桃子的水獭,2,一分献给制作团队，画面一如既往的美，剩下的都是一坨答辩，一点内核没有，结尾强行煽情，既没有描写出爱情的辗转曲折和奋不顾身，也没有描写出来天道无亲，人类抗衡天道的壮烈无畏，爱情线没有铺垫，纯纯见色起意，和姨妈的亲情线也很突兀，我可以理解少女在叛逆期和姨妈吵架，但是当那些话说出来之后，怎么可能突然就和好了，主线中也一塌糊涂，既然想表现出人类在灾难过后笑对明天，那为什么不描写大臣逃跑后，人类面对灾难前赴后继，虽千万人吾往矣那种伟大呢，灾难过后重建家园笑对明天，而非要把猫抓回来，难道你想告诉我有些人从诞生就是个错,5,9.99999999999999
126,16509218,感情线描写有所遗憾的新海诚式动画电影,贤君,8,新海诚监督从2002年的《星之声》以来，向来都是以入木三分的爱情描写所为人称道，在《你的名字》之前，提到新海诚就是其片中男女主的虐恋以及“爱情线BE合订本”，这股推动着新海诚名气上升的热潮，尤其在《秒速五厘米》里男女主间更贴近现实且容易令人触动的异地恋BE结局中达到顶峰，一时间国内大多数人都凭借此片认识到了新海诚，众多观众在看完时都纷纷发出“炸火车”的声音。到《言叶之庭》里，这股基调有所转变，男女主之间的师生恋新海诚并未以BE收场，而是于他们在大雨中共通的情感宣泄的哭泣中留有了余地，此后《你的名字》诞生，,6,9.999999999999991
127,166563689,一分画面一分音乐,梦夕思今,4,可以说是到现在为止新海诚所做的最让我看不下去的电影，整部剧的剧情菲拉不堪，毫无逻辑可言。又像公路片却又让人看得莫名其妙。女主好似那个恋爱脑，看着男主帅就当那个小迷妹，书不读了，逃课跑去把男主丢回家，人受伤了你不丢医院你抱回家是个什么意思。还有这个b男主，人给你救回来，人那可以说是好心，你跑人家里来还乱动人家东西？从电影院出来就感到一阵恶心，除了画面和音乐我真是看不到闪光点。,6,9.999962919203087
128,622841793,似乎故事没讲明白，刻画不深,-硫酸根梨子-,8,不认为电影不好看，和高中朋友一起去的电影院，现场画面声音可得劲不会去骂，有的只是可惜，感觉什么都想讲，什么都没讲明白，莫名其妙加入的爱情，半死不活的亲情线，对灾难与祈福的表达还有那么点意思当时看电影之前读了两遍小说，个人认为不仅仅是电影篇幅问题，小说也有许多地方没完全交代清楚的，唉这短评真就挤不下这么点字吗（,5,9.999514416410959
129,488104801,观感,bili_488104801,8,4月份的时候就在电影院看过这部《铃芽户缔》，现在有机会能够重温，我仍然很喜欢《东京上空》的部分。人们平静的生活即将被看不见却有形的灾难打破，而他们却无从知晓，再加上《东京上空》的烘托，这份身临其境的压迫感让我喘不过气，浑身充斥着无力感。然而，我并不认为这部片有多让人值得观看，最为人们所口诛笔伐的就是女主对男主的感情线，我也支持这样的观点。你可以说女主是颜控，对男主一见钟情并跟随男主闯东闯西的，但是，男主对女主的好感又是怎么样一步步提升的呢？我没看出来，原因就是影片前面描写男主对女主好意的部分少的可怜，然而,5,9.999999999999051
130,423762487,不想起标题～,不要太普通就好了,10,啊？！反正我很喜欢捏～果然不论是真人电影还是动画电影还是时长长一点感觉情感表达更充分些～影片要表达的我也都感受到了～不知道为啥《你的名字》那部我反而觉得感情线不够而get不到纯爱赛高！看很多人打低分我打个高分平衡一下～哎嘿～,5,9.999657798191802
