ulevel,comment,score,uname,uid
6,看到9.8以为普遍五星，然而一看并不是，看来还有下降空间,8,我永远喜欢及川彻_,49786231
6,咋说呢，音乐画面各个方面都超棒的，但我还是理解不来感情线的突兀，就挺莫名的，有种女主被拍花子了的既视感，然后甭管因为啥原因，因为刚认识的人和把自己养大的人说那么重的话属实挺离谱的。,6,夜安翎,2240579
6,凳子是地震断了一条腿的，帮我顶上去，让大家都知道,10,Godde5s,223640779
5,无论如何都有人会挑刺，但是我认为这部作品是好的，至少当时在影院观看很欢乐，我依旧喜欢老师的作品！,10,Xuelianer_,385153126
6,让我想起了我的童年和青春期的碰撞时期 曾经的感觉回来了,10,KRO-1,104383607
6,画面不错，剧情一般，有些地方过于低智，新海诚终究还是无法超越自己,6,斋斐肆,39092513
6,挺不错,10,猫龙茶,15397328
5,太好哭了,10,大林Roy,646347438
6,很空洞生硬。,6,空素天明,293568644
5,爱与亲，生与死,10,这名不好娶,621146075
4,好看,10,只因怕痛所以全点防御,1267363449
5,一般,4,是小坑呀,476938518
5,这剧情是否有点,4,呆头鹅皮皮马,379419503
5,好看，但是女主跑这么快是认真的吗？？？,10,李狗嗨2011,385611930
6,好看,10,莉兹リズ,325435067
4,哭死了呜呜呜 大臣,10,小天使,1374613
4,牛逼,10,断罪o-o,1305973436
6,感觉剧情推进地有点突兀,4,贪玩小米莎,226204643
6,再...相信一次爱情？,10,JimLucas,82452415
5,Thx.,8,sxjeru,347693694
5,后劲真大,10,芥末味的咖喱,241661633
6,小猫咪好可怜,8,前往大风车,32984582
4,二刷打卡，在内陆上线的第二天就去看了，在电影院真的被震撼到了！新海诚，期待下次再见！,10,蓝草莓爱德云,520370290
5,前半段剧情上虽然有些小bug，但是整体节奏还是不错的。后半段故事节奏开始一泻千里。画面和音效我愿意给10分，电影的故事情节可能不到5分。有点可惜如此豪华的配置。,6,白鹅鱼翅,476227637
6,诚哥下次真的别走商业化路线了……“没有草太先生的世界”这句话不像你能写出来的……明明是这么完美的剧本，要是写成师徒我都能理解这句话……为什么是恋爱……,8,我の神啊,4865121
5,在b站看是第一次看，感觉人物情感刻画有些地方不充分，剧情有点云里雾里。最生草的就是那句“没有草太的世界”，在看之前就略有耳闻，看到那一段时虎躯一震一种既视感，感叹果如所传，有点突然。3星给画面和特效吧,6,成为六级号然后白嫖,411349965
6,电影主线是跟随大臣的指引，找蚓厄的所在地并镇压，那么请问电影没一点时间插叙大臣的故事吗，天气之子尚且介绍清楚了女主的背景，我们中国人对日本人的传统文化又不了解，看得一脸蒙圈。,6,予昱羽,291167903
4,超级棒,10,ovo暖光,477250931
5,good,10,kassel,1618954890
5,泰裤辣~电影院看过一次，现在再看一次,10,安哚咪丶,25202003
6,再看一遍，依旧喜欢,10,云海中的星星,92707661
5,思来想去还是3星吧，不值得去电影院看233,6,Noel・,345462253
5,女主有点抽像，剧情一般般吧，有一说一画的确实好看，音乐也挺好，忽略女主的抽像想法还是值得一看到,8,来自未来的音符,479850030
5,故事不够深，至于为了爱放弃世界，我们现在看的仙侠剧都这样，所以无所谓！,8,蚂蚁办公室,391786182
5,喜欢,10,全全不是猪,346082658
5,我觉得这部真的太好了，剧情把控的太到位了。泪目了、、、,10,ZGeeeee,475095567
6,二刷 看到最后小铃芽找妈妈的那段还是忍不住哭了,8,阿秋阿秋一颗葡萄树呀,12132340
4,四刷不厌,10,小乔的粉笔,418021618
5,我怀疑我是个木头，大家都说铃芽恋爱脑，但除了医院那句话我怎么没感觉出来,10,半青颜,480187848
5,不管你现在有多么悲伤，铃芽以后都会好好长大成人，未来并不可怕，虽然现在你觉得世界一片黑暗，但是黎明终会到来,10,子非雾也焉知雾痛,23765481
6,好好好好好特效好,10,Tsviolet,288123583
5,期待下次三年之约QAQ,10,丶断桥の烟雨,444232605
5,好看,10,居居莫,447443754
6,三分是给他的画质质感的，但显示两分是因为我看不明白这个剧情,4,PomeloIce,149896907
6,呜呜呜猫好,10,Yuuu语,6441610
6,优点很多，缺点也有一些，值得4星,8,TES狱文波,26470183
5,很不错,10,bili_312085787,312085787
5,剧情有点稀碎，但是音乐神中神，剧情再好一点我直接吹爆,10,封墨无痕,38378596
5,青春落幕,10,二次元你我他,431263897
5,新海诚 你能不能写点好的,4,骤然狂怒之欲,4121055
5,画面很美，然后呢 额 画面很美 额总之是画面很美,4,子龙吃烤肉饭,10102673
5,期待下一个三年之约！！！,10,cq_tanyu,514403931
6,整体画面水平在线,10,芳文大好,13889937
6,五分给猫猫和东京上空捏,10,奥世,433171940
6,可能电影院的效果更好。曲子不错，男主很帅，虽然看了两小时凳子，感情线有点突兀，但我喜欢铃芽救赎她自己，感同身受一时半会睡不着。,8,面灵气ちゃん,341900184
6,mxx,10,约粉吗主播,89511045
5,作画分镜还是没话说的细节狂魔新海诚，但感情线方面个人认为有些突兀,8,莉絲佳,50974546
6,几周前刚看的 观影体验真的很痛苦,6,Nattravnen,10865188
5,你会在阳光下长大成人，因为那都是注定好的事情,10,_夏拾叁,527635538
5,只能算9分左右吧,6,星刘刘,498750057
6,男女主情感线太突兀了,6,我真是氟气,227825891
6,玲芽真的是高中女超人，这体力无敌了。爱情戏能多点笔墨就好了，现在这个有带点突兀,10,暴脾气的老板,10546565
6,你说得对，但是你不给铃雅之旅好评你就是现充,4,牙阝八乂,388334369
6,感动呜呜呜,10,破风挽云,43977693
6,不错,10,打开盒子-,474318804
5,yyds,10,-----影_,94378672
4,很不错,10,南鼬情,551482321
5,感情线有点突然了，然后剧情也没有特别出彩的点,6,壹壹㐅,347459996
5,好好好,10,小钶不听话,255204760
5,66,10,伊莉雅世界第一可爱133,455548633
5,对我来说是电影院五刷过的治愈神作,10,全鱼灸,291861
5,好看,10,ForTara,381347652
5,看了三遍了,10,平生夜雨不微,389381670
6,最喜欢的一集,10,无压力之人,426887083
5,好看,10,沉默の菲兹,472955424
6,对于灾难受害者的描写是很到位的,10,泠丶云,8387691
4,好看多看,10,情川丶,505958393
5,只能说一般，感情线发展不合逻辑，剧情也有太多没说清楚。如果做成长的番剧会比电影好很多,6,角度HJ,366438263
5,还不错吧,10,士剑一生爱,442727605
6,两星最多了，虽然苛刻了点，但当你抱着期待在电影院看的时候观感确实如此，说不出来优点，作画稳定发挥，缺点就不用说了。,4,大和又蓝,225329700
5,支持( ﹡ˆoˆ﹡ ),10,一宵冷雨-,523116945
6,好看,10,靈傷,115447370
5,1.椅子的细节讲得不清不楚的 2.白猫让男主承担自己的责任，内涵感觉很怪 3.黑猫像是为了推动剧情而强行出现的 4.感情线太突兀太奇怪，亲情线也很短     暂时想到这些，字数也有限制，我看完感觉一般,4,-等待着花开-,453537633
5,影院三刷，现在转战哔站！好好好好好！新海诚and Radwimps yyds,10,1198公里,456201348
5,哪有感情线，感情线都这么淡化了，《铃芽之旅》明明就是铃芽自己的旅程，见证的事铃芽的成长,10,Living_God,360445455
5,剧情水平下降,6,霂hhh,323811715
5,歌好听，猫可爱，但是剧情很一般，故事讲太急了,6,林韩酱,455721088
5,七个月没看了，还是很好看,10,よう阳,620496145
5,无论故事如何 我们终将继续向前,8,LRay37,1762084652
5,一个字“蠢”，美术制作给两分,4,飞机匪气,277804120
5,剧情不足以支撑画面的精美，说补小说才能看懂的话，本身电影剧情就是有瑕疵的,6,嘎嘣巴扎脆,475144362
5,新海诚的电影，一如既往的让人很感动，最后大臣变回去的时候真的忍不住了，太喜欢大臣叫玲芽名字的时候了。,10,我不够狠,51617845
5,4月份的时候就在电影院看过了，现在有机会能够温习，我仍然很喜欢《东京上空》的部分，人们平常的生活即将被他们看不见的灾难打破，而他们却看不见，再加上bgm的烘托，让我喘不过气，让我浑身充斥着无力感,8,bili_488104801,488104801
6,三部曲yyds,10,战地记者张大夫,15895987
6,两分给画面和音乐，其他给不了一点,4,渚薰_ZX,14634187
6,这短评大战太恐怖了。。有很明显缺点是真的，不过也用不着全都打一星或者五星,8,等到黑夜翻面之后的你,183245633
6,.,10,摸鱼的骨風,39052986
5,看不懂的能不能似啊，还抓着爱情线不放呢，草太作为男主的确塑造不够，但是铃芽小时候确实在常世里见过他怎么就不能去找了,10,Prominences_,496451109
5,凳子的腿飞我手上了,10,あほう君,477739667
6,三年后见,10,Airmalke,13695296
5,好喜欢这部，狠狠爱住,10,肆十一月_辞,177809712
4,我个人来说还是很喜欢铃芽之旅，^_^，期待新海诚的下一个作品,10,Ddehzhbsv,1644619923
6,锁分是吧，本来在我眼里值四分，但现在我只想打两分，但为了拉下评分，我只能打三分,6,永远爱乐正绫,95138314
6,叔叔卡分了，但是看完该表态还是得说，剧情可以说逻辑似完了，人物之间的羁绊也突出一个莫名其妙，新海诚走不出舒适区就别勉强自己，爱情亲情两手抓你还没这么大本事，写个完整的条理清晰的故事比硬要深度更重要,4,国家一级挖矿工,26639558
4,新海诚yyds,10,杭电第一深情,635041491
5,真的差点意思,4,星雨-坠,351771103
5,极度若智的感情线和亲情线，两分给画面和音乐,4,Getty的阴谋,441656130
6,不解释，新海诚nb,10,消嘤器锤嘤嘤怪,325703420
6,值回票价！说是神作吹的有点过，多少有些瑕疵，但的确是优秀的作品，给5星,10,asdfnice,14827018
5,傾心,10,虞戲時,99990081
6,整体看来依旧还是重小节而无大义，虚假的美好之下掩藏精致利己主义，这种意识产物还能被推崇，只能说对面文化输出做的确实好。,4,颠不乱,11297020
6,好好看，当初没有去影院看一直等……真的好好看好感动,10,曼曼家的猫,17464183
5,"依旧是最美的风景,最美的人",10,玉笙し,276299494
5,不能理解男女主感情发展之迅速，女主用自己换男主更是离谱，明明啥救援方案都没有就一股脑的去了，要是再打磨一下会更好,8,沐浪的人,478075875
5,评分两极分化，但是我电影院三刷看下来是挺喜欢的，只能说各有各的喜好吧,10,白砂糖拌巧克力,491203149
6,遗憾之作,6,考高分滴人,210134967
6,我觉得可以哈,10,耶darling,36426696
4,说实话观感还行,6,makozjj,1886330727
6,新海诚的电影总能治愈我，使我浮躁的心平静下来。,10,最上川_,109460314
6,大臣好惨，就不能想想办法换换班吗？让大臣能时不时出来透透气,8,御景柚姬,2540899
5,666,10,放开那柠萌让我来恰,139812179
5,新海诚这次果然也没有让人失望呢！期待下一个三年了。,10,向阳的鲸鱼,482165897
4,看到最后蚌埠住了太感动了,10,某科学的超自然,511196259
5,很喜欢！,10,林克百合子,501288100
6,最后一段做得太好了,10,此名用只于展示,33388839
5,新海诚巅峰之作！！！,10,Phantomさん,342025588
6,顶了天4分,8,寒炎五月_Official,49875661
6,不失为一个故事,10,迎风狂歌,102655686
5,期待下一部,10,疆苗,501038181
6,挺好的,8,少少不是少,195020136
6,再看还是觉得好看,10,伊花之甸,40576623
6,有优点也有缺点，但总体瑕不掩瑜,8,啊啪啪啪啪呸,4027328
5,太好看了太好看了太好看了,10,乐屁里爷,281186340
4,已经6刷了，这部电影真的见证了铃芽的成长，有一种百看不厌的魅力，真的很神奇。,10,聪明的寻呀,1857769206
6,剧情差点，画质无敌，电影院看效果更佳,8,七星白嫖怪,407038871
4,╰(*°▽°*)╯,10,风之伊甸,1119644577
6,实际看来之后感觉很好看，可能本身共情比较强，而且剧情与自己和解的最后也恰到好处，又是为新海诚电影流泪的一天。三年后再见了，青春！！,10,一只迷拟Q,32685775
4,太好看了吧,10,长安归故里02,481208698
5,nice,10,梦塔小白,195178138
6,作画和配乐一如既往的优秀，尤其是配乐真的是一响全身起鸡皮疙瘩，剧情有些太过紧凑，有不少东西都解释的不太清楚，所以导致观感上让人觉得剧情有点迷，但是仔细看的话也还是可以的,10,大肥猫瑞瑞,420282553
5,good,10,一点暖啊,417204903
6,不是神作，是个好作品,10,睡不醒的大白菜,12499768
6,很好的电影，使我的椅子旋转！,10,勤勤男子,277239966
5,又一个三年,10,TheShan丶,65205994
6,不愧是诚哥的作品,10,-神之抉择-,349784225
5,美,10,高速慐鹿,411945435
6,整体还不错 还是新海诚类电影 不过还是感觉没有什么突破  期待下次新作有所突破,8,正逍遥,24651759
5,喜欢！！当时去电影院看了两遍！！,10,阿若ava,438871411
5,又是锁评分 干脆把评分系统取消得了 纯属多余 然后就是画面背景音乐都可以 就是剧情 人物叙述太少了 两小时感觉还是短了 给个及格分吧,6,蝉時雨ing,313750070
5,不管怎么说是比天气之子好多了...,8,爱发抖的刘亦博,457344076
5,好看（哭）,10,我推炭治郎怎么你了,442203750
6,好看，留条评论纪念一下,10,喝茶的典必殊,198350728
5,5分,10,猫凑哇,95894370
5,666,8,卡古拉酱的伞,409582882
6,感情线讲述的有些可惜了,6,墨小阁oh,11769500
4,完美的电影,10,丶清兵卫,1742098321
5,好看爱看,10,夏-日落星空,1714616525
4,有独特之处，但总体。。。尚可吧,6,跳舞的月牙,113598720
5,太好看了！！！,10,汐风不是西北风,38762878
6,诚哥的集大成之作，电影院看完一遍，了解了小说中的删减内容，时隔半年再看一遍依旧非常感动。抚平伤痕，再向前，“我是玲芽的未来”，已经注定的未来非常美好。,10,All_too_well_blT,93722158
6,666,10,吃墙灰的匠,395271801
4,救赎！！就要救赎！！ 我cp好甜好甜好甜,10,奥汀激推bot,1386454277
4,真的很不错，后面看到铃芽和小时候的自己见面时的场景，更是催泪。新海诚的作品是第一次接触到，感觉非常棒，我还会去看他的其他作品，并且分享给身边的朋友们看，同时也期待他的下一个作品。加油！,10,逆袭の王子,1393402706
6,感情很充沛，但料却过于寡淡，让人摸不着头脑。,6,夏洛克·福尔摩斯先生,18419728
6,我们能做的从来都只有自己解救自己，从往生到来生！,10,深蓝评测,252682926
5,喜欢,10,penny_le,87647381
6,一般水平,6,白蔷薇之夜の,33732382
5,已白嫖，反正我百度了才知道铃芽他妈死于自然灾害，因为这点我结尾都还是很迷。感觉这个可以讲清楚点。共鸣是完全没有的，感觉就是在体会诚哥个人内心小世界。全程音画硬撑，这点真觉得还不如天气之子来的直白,8,死翼阿萨斯,352610694
5,yes,10,SSTEAANLLEY,425710886
5,好,10,万恶米,35589735
6,给个及格分吧，老实说我更在意猫猫，主体如果不是讲爱情而是讲阵石猫的故事我可能会觉得更好看orz，阵石转的真的好随意啊，这样转感觉弄个什么千年乌龟镇守不是一样很稳妥嘛，活的时间也长，还跑不快（x）,8,我想有只橘,5921161
5,两次影院，一次线上，好看的哩，好哭的咧,10,Hufflepuff721,47572609
4,222,10,8级萌新求带-世界树,485749875
6,好看！！！,10,漫天天-,397632047
5,一般，和朋友去看的，画面不错，但感觉不会和三体一样锁在了9.8分的恒纪元吧,6,八重-雨鸣,287299465
5,你可以永远相信新海诚,10,寒晓晴_寒寒,497166601
6,活着就是对生命最好的诠释,10,杰拾,29152934
5,1111,10,浪里个浪の机,298997064
5,贡献过电影票，剧情不是很喜欢,6,老侯家里有猫,34521589
5,感觉逻辑上存在一点小问题，比如女主小时候怎么进入的往门？（是我没仔细看吗）,6,可乐芬达和Q趣儿,396874862
4,一般，场景很美,6,波波爱吃啵啵鱼,506560777
5,没啥特别亮点，除了画质好。若论奉献精神，当然是猫咪。,6,夏日又来,609758808
5,一般,6,哦就发现,89616898
4,圆梦打卡,10,會飛的張さん,378642767
4,好看,10,这个夏天上线后,1940395356
6,除了感情线有点突兀（不过我也相信一见钟情啦），其他都完美，很感人的一部剧,10,冥龍,2069618
4,画面音乐都可以，剧情实在有点突兀,6,巴麻美颈部保护协会,661567884
5,勉强给个三分吧，画风特效都很好，就是剧情比较拉胯，太紧凑了，个别的地方剧情里都没有介绍，就感觉是“这段剧情不需要过多介绍直接掐掉”，然后就是看完了都不知道他剧情究竟是要干什么，拯救世界还是无脑恋爱,6,想次查尔的辟谷,482706654
5,这个非常好看,10,施子helen,33401938
4,自我救赎，与过去和解。或许曾有过风雪之寒，离人之痛，但未来阳光耀，风景丽，于是，出发吧。,10,沐日子天,506057572
6,看到一半我突然意识到 虽然两个人的感情描写寥寥几笔，但是在第一印象不错的前提下，铃芽是被自己攻略了（各种吊桥效应），所以在我们眼中她显得很冲动，很不理性，不过 仔细想想 身边也确实有这样的人。,8,最后的白月牙天冲,11091977
5,看一次哭一次,10,红之月,1852200
4,有意义有深度就不错,10,方心木木,388146670
6,大臣去哪里了,10,虾仁灌汤饺,12970238
6,电影院看了两遍，很喜欢,10,奇数和自然数一样多,65479
6,拉满,10,CheyenneGuu,344178099
6,不知是以往作品看得多了，没什么感触，能吸引我的只有音效，传统的相聚分别又相聚的剧情，惯用的手段了，玩的就是个距离感，有点麻木了，画面很美但没有前作来得经验和精致，可能被生活磨平了棱角，啃不动番了,6,GivKer,13184862
5,逻辑有些地方不合理，前一小时太无聊，但是后面挺精彩,10,世不恭-lv,628504467
6,真不错,10,fate_lin,36976477
5,很好,10,北宋皇室,1265387931
5,感觉剧情很赶，女主人设和感情线都没解释清楚，但画面和音乐都很好,6,嘟噜个脸,375073951
5,好,10,跨级玩家,398371932
4,新海诚，神！,10,bili_93513914132,521184555
5,锁分好玩吗,10,单堆浮茨滴小狐狸,548412912
6,二刷,10,narcissu_,30097109
5,一般，画面精良但人物降智,6,zerplion,407471085
5,只能说这个剧情比欧布奥特曼的原生之处也好不到那里去，特利迦和时王都比你好，现在我可以吹爆这两儿。两分给这个精美的画面。,4,江汉路真寻,520164857
5,苟王看不懂,10,水水水水水水水嫩,589089436
5,难评，可吐槽的地方太多了。,6,玉阶冷缘,223981473
6,电影院看的，剧情只能说是差强人意，有些情节莫名其妙，感情线也很赶，女主对男主的感情太突兀，动画制作一如既往是加分项，大场面也有,8,不夜城的berserker,45942200
6,影院看的，就姨妈实惨,6,月芽湖香雪,4796949
6,好,10,Suzume-岩户铃芽,171500687
6,三年之约不负众望,10,黎昕昕-LOVE,389484191
4,蚓厄爆发的时候真是震撼，音乐也特别有带入感,10,LingRenWuYu,1682589801
6,三部曲最喜欢的女主，除了感情线不好，画面音乐超神,10,监管君,10936660
5,最喜欢第一部，看完后有种说不清道不明的失落感,10,岚隐隐隐,347145924
5,还是影院震撼，画质更好音效更立体,10,牵线风筝呀,411307179
5,剧情不行,4,Djcb2,273092629
4,超棒！,10,森-瑶_,66862910
6,可以三星给画面音效，扣的懂得都懂,6,北风鸮,291989189
6,是谁还在里面出不去哭，后劲真的大qaq虽然也有不足但给我的那份感动是深刻的,10,讲针我似非酋,358629343
6,只能说中规中矩，但有些地方实在太降分了，结尾挽救回来,6,つき紅葉,38908255
6,搞什么公路恋爱？我要看青春校园恋爱！,6,染血の彼岸樱,27535484
5,最大的槽点就是铃芽见色起意，新海诚想讲好亲情但也没讲好，但最后的高潮部分又很好,10,不好意思这里满人了,484611005
5,good,10,涛涛HD,36403524
4,2,10,李寒衣1314,498965056
6,两分给音乐跟美术，剧情一般。,6,纱雾灬老师丶,350999131
5,好,10,汌淇,451027819
6,剧情略显儿戏，人物动机莫名其妙。,6,小马教驻地球大使,38509831
5,可以嘛,10,酒曲s,393663356
5,不带脑子看还是不错的，音乐画面都出色就是剧情逻辑有问题不能细想。,6,核橘变,194995991
6,爱，能让人长出血肉。可是猫猫的意义在哪里呢！,10,听咱一言吧,104096793
5,4星,8,米特奥拉hdk,372592405
5,不当爱情片看不就好了，中间大部分都是女主的愧疚以及战友情吧，我觉得设定很不错ε(*･ω･)_/ﾟ:･,8,一颗大大大白糖,32993415
4,很吸引人,10,孤独の时候,411909836
5,很好看,10,叶落怀瑾,285244393
4,1,10,恐怕不是糖光云,2027216488
5,好看，三年之约诚不负我,10,知名演员盒宝强,611453729
6,一分画面，一分音乐，一分情怀，话说这评分是不是被锁了,6,凤与驴,332350401
5,我不是以爱情角度去观看的，整个观感下来还算不错的。我最共情或者说是最喜欢的是铃芽个人小时候的经历，特别是结尾那段铃芽和小时候自己的对话。我还挺喜欢的有空去补补小说*^o^*,10,憶憶林,475058522
6,在B站又看一遍，四分给画风和音乐，但是草太和铃芽的感情线实在是太突兀了。,8,刺激味物品一生之敌,145623276
5,都很好，除了男女主的感情太过于突兀太过于快速显得有一点，额那种恋爱脑的感觉特别，是在说那个我很害怕那一句看到那一句的时候沉默了其他都OK很好看视觉也很震撼就是感情线过于突兀！！！,8,lemon-417,1266968533
5,平衡一下那些无脑给一星的，画面和音乐一流，但剧情逻辑有点怪怪的,10,长安-建安,634453445
6,感情线比较混乱，不如不要恋爱情节,8,幻想者_腐木已朽,28798440
6,这电影用一句话就能形容  感情掩盖大部分瑕疵,8,嘛_啊啊,204419115
5,你锁到9.8你自己信吗,4,无所谓的名称233,439070655
5,好看,10,中二次元の前,2111334529
6,真的很好看，看不懂的你就别乱说吧，玲芽到底为什么会觉得草太熟悉某些人你们是真没看啊,10,flovver-hana,16466477
4,还挺不错的,10,星光下的梦幻,1130511045
4,好,10,白澜之普,227668548
6,感觉没有上一步作品有吸引力和感染力 ，男女主的感情线实在是太突然了，当初在电影院看的时候实在是不知到什么情况，我甚至是以为我是不是睡着啦。,6,不死de海贼H,265130881
5,当遇到鬼神之说的时候好奇心会大到无敌大，毕竟之前只是凡人,10,小奕要追番,116416860
4,根本就不是讲爱情的，说恋爱脑的是没仔细看，开头去找男主是因为在梦境里的画面和男主的背影很像。,10,Funplusyan,1149465232
5,除了画面一无所有,6,晚吟丶思追,442658284
6,立意很好 诚哥没把握住 东西太多时间太短 希望下次能改进吧,8,-星瞳今天吃露米饭-,384634238
5,一部可能不够好但我来说仍然感触很深的电影，尤其是从现在回首当时的人和事，更是思绪纷杂怀揣着全新的心情，再看一遍吧还是会期待诚哥的下一个三年之约！,10,潘帕斯星环丶,475936397
6,只有我在想“大臣”吗？ 被铃芽骂的好伤心…所以，它还是去做了镇压兽,6,咖啡娃娃,65812389
5,还可以,8,这喝猹多是一件美逝啊,1809957786
5,不错,10,嗤甜,398557430
4,第二遍看详细了真蛮好看的,10,绵绵wan,1012853963
5,可能剧情有点牵强，我个人看着还是舒服的,10,我找不到女朋友不改名,1224647179
5,感情线很勉强，如果说是因为儿时的记忆的话描写的有点仓促，给人的感觉不太充分。还有为了一个只见过一面的男人而抛弃了独自养育自己长大的姨妈有点太恋爱脑了。总之男女主之间的感情线让人挺莫名其妙的！,4,月畔佬仁,495233589
6,瑕不掩瑜,8,reの爱蜜莉雅,111617406
6,四星是作为新海诚老粉给的,8,纯白落尽,399990492
6,爆米花爽片也不是不能看,8,改札,22236145
6,很难理解主角的脑回路 可能是我自己的角度有问题,6,卡佛四合,122611777
6,之前看网评论说有点差，我还不信，最近看了一遍，发现真也就那样，音乐确实好听，女主也是真符合设定，小女生看到帅哥一见钟情，走不动路。应该做成动画，好多东西根本没有表现出来。想吐槽的点太多了。,6,又又又一三,40631534
6,实在很难给高分只能说,6,第6天萌王,5932167
4,在电影院几刷，挺好看的,10,白鸟醬,1598633218
6,画面很好，歌也可以，但是，不太能理解女主一开始为啥要追着第一次见面的大龄男生，不能理解这种感觉，然后通篇就感觉有违和感。,4,蕾姆哒゛,109696633
6,(o゜▽゜)o☆,10,葱青色惑星,38446059
5,"可能是两个小时太短了，没有把故事讲好。“没有草太的世界我很害怕""，我要是草太，怎么也得踹她一脚。",6,铮铮凡骨,1122771016
6,这么多一星两星的评分还能有9.8，阿b你有什么头绪吗？,4,T虚星T,355044677
6,“我是铃芽的〖明天〗。”,10,依秒酱超爱散散,59495896
5,真的很好看很好看,10,九二不是九十二_,390138803
5,电影院看着超有感觉，尤其是东京上空那一段的bgm，电影院看的跟手机上看的完全不是一个感觉！！！,10,车咕卢,434159315
6,不太能理解女主对男主的感情，自己救赎自己这段，要是能再深刻一点就好了。（妈妈那段也一笔带过了...）,4,wuli978,50997828
5,剧情不太理解,4,啦啦则,694147017
6,『不论现在有多黑暗，请相信黎明一定会到来，我就是你的明天』,10,KtrSaya,13214594
5,好喜欢公路片,10,平泽--久美子,392527732
6,情怀,10,Valkyrie_bless,445034060
6,很精彩的热血战斗番!,8,若血小可爱,520474672
4,不愧佳作,10,MrMileMan,455306297
6,66666666666666666666666666666666666666666,10,一一威一一,124666538
6,最看好的两条线是女主和姨妈还有男主和基友，爱情可以不要，一句没有男主的世界我害怕确实被尬到，前期铺垫的剧情无法上升到这句台词的水准。不如更多投入到亲情和友情这些被稀释的剧情里，也比这吊车尾的爱情强。,4,八谷屋夜弥,5897473
6,5分好评,10,黄金财宝箱,6663248
4,好看,10,Bright張,668844388
6,超喜欢的救赎动漫，永远为最后一段铃芽和自己和解感动,10,刘宇未公开女友,289787290
6,画质在线，还有这个剧提醒我们，要随手关门，要听别人说！！纯爱赛高！！！,8,Angel丶戰,17454079
5,厉害 好看的 死后的地方跟我小时候心里想的一模一样,10,会卍解的超级赛亚人,675705137
5,好看,10,俺乃内,364191660
5,真不懂有些人把它当爱情来看，这明明是写两个人相识，在相识中产生了一点点的情愫，却有人当做恋爱,10,常可爱就是我,353809723
6,一般,6,斯麦路星行星,345327987
5,看了很多遍始终觉得是一部非常好的电影,10,可以N,287804160
4,好看,10,bili_76807505778,550372030
6,目前我觉得除了追逐繁星的孩子以外新海诚最好看的另一部作品啦，除了那句经典台词设计的不太好整体都很好，不当做爱情片看就很好，感觉当初宣传方向也错了（，）在结局前我觉得szm愧疚占大多数就是了，不妨碍我磕,10,-泛输血-,19929732
6,赞！,10,Master小钟,3163198
5,好看爱看,10,神给的随波逐流,515317457
5,牛,10,S4felanding,269077744
6,这是我看过最没有共情的诚哥的手笔了，剧情逻辑混乱，或许诚哥想让大家自己领悟到更多，但是这不是应该点到为止或者当谜语人的原因，讲好一个让观众能认同的故事比什么都重要而不是孤芳自赏。两分给到BGM与配音。,4,CookieCVC,12638757
6,6分，公路片段很喜欢,6,3Blue1Red,8146289
5,极限,4,浅瞳孤寂,471185035
6,还不错,8,这里是三筱,224721966
6,好看,10,可能要长出脑子了,43702830
5,三年后见！,10,祭灵o3o,361103692
6,铺垫不足，主题呈现的不够深刻，急于表达造成潦草收尾的感觉,8,凌鱼疯,282230023
6,好看的,10,默默不饿,19046262
4,好看,10,wlylv,1283403403
4,作品真的给人很强的震撼力，但是总感觉男主和猫咪在细节上处理的有点紧凑，中心线不是那么明显，但故事结构主体很完整，看完还是小小的被震撼了一下，期待下一个三年之约！！！也祝大家都有一个思念的他！平安喜乐！,10,神明的大太阳,509783222
4,喜欢，很喜欢，非常喜欢，特别的喜欢。喜欢铃芽，勇敢聪明心思细腻。画面和音乐简直完美，剧情需要深挖才能明白其中的意思，喜欢。（反正这么多人在骂了，我夸一夸不过分吧？）,10,渔丨眠,483286754
6,b站在看不懂电影方面是可以打五星的,10,洪荒破碎,8548755
6,还得是新海诚，这么久重新回顾还是那么觉得很新鲜的观感。,10,云养电饭煲,35399142
5,好看，爱看,10,饼做的猫,228927536
6,唉 为啥没有一点感觉 ！,6,是噶瓦,239755668
5,只能说是中规中矩，除了画质没啥亮点。当初还花钱去电影院看，想来是有些亏的。新海诚，不求你进步，但总归不能原地踏步甚至退步吧。谜之感情线，还不如没有。,6,狩夜人-张三,597662481
6,新海诚又双叒相信爱情了,10,周-帕夫利琴科,387417175
4,最多给4分画质很不错，就是剧情有点……..,8,达瓦里氏1991yap,631483103
6,期待下一个三年之约,10,剑锋所指即吾心之所向,13841498
5,五星给大臣,10,おBecause,480644891
5,画面很美，剧情前半部分很不错，后半部分很多莫名其妙的展开，最后收尾还是不错的。另外我看晚了，东京那个大漩涡要掉的时候真希望它就掉下去算了，所以全程都没有很感动。当然全片还是值得一看的。,8,一殷梦神一,399452882
5,恋爱脑女主，特效和音乐顶中顶,4,育儿经i日记,168008137
4,对灾难的恐惧，以及成长与爱的感动,10,那年洛山有雪,470638285
5,在电影院看的，还是觉得感官很好，没有觉得像网上说的那么不堪,10,Cat鹿鹿哇,402772971
5,真的不错,10,等待着一人,269322289
5,和前女友看的，当时觉得女主好冲动，其实现在才发现，有时候冲动一点才有喜欢的感觉。我和他都没为对方冲动过། – _ – །,6,梦不见使人愁,327265917
4,好看！！！,10,诗邻,512315570
